Archivo      Tiempo          
116.html     00:00:00.0000850
117.html     00:00:00.0001286
118.html     00:00:00.0001798
119.html     00:00:00.0001568
120.html     00:00:00.0001044
121.html     00:00:00.0000837
122.html     00:00:00.0001070
123.html     00:00:00.0000841
124.html     00:00:00.0001136
125.html     00:00:00.0002459
126.html     00:00:00.0003036
127.html     00:00:00.0000934
128.html     00:00:00.0000809
129.html     00:00:00.0001025
130.html     00:00:00.0000981
131.html     00:00:00.0001870
132.html     00:00:00.0001137
133.html     00:00:00.0002943
134.html     00:00:00.0000987
135.html     00:00:00.0000937
136.html     00:00:00.0000908
137.html     00:00:00.0006168
138.html     00:00:00.0001504
139.html     00:00:00.0000881
140.html     00:00:00.0002412
141.html     00:00:00.0002176
142.html     00:00:00.0003052
143.html     00:00:00.0001673
144.html     00:00:00.0019678
145.html     00:00:00.0004781
146.html     00:00:00.0002031
147.html     00:00:00.0001619
148.html     00:00:00.0004142
149.html     00:00:00.0001118
150.html     00:00:00.0001213
151.html     00:00:00.0000805
152.html     00:00:00.0001791
153.html     00:00:00.0000952
154.html     00:00:00.0000956
155.html     00:00:00.0000742
156.html     00:00:00.0001123
157.html     00:00:00.0000709
158.html     00:00:00.0000768
159.html     00:00:00.0000896
160.html     00:00:00.0000809
161.html     00:00:00.0000887
162.html     00:00:00.0000939
163.html     00:00:00.0000746
164.html     00:00:00.0000816
165.html     00:00:00.0000732
166.html     00:00:00.0000899
167.html     00:00:00.0000812
168.html     00:00:00.0002096
169.html     00:00:00.0000961
170.html     00:00:00.0001495
171.html     00:00:00.0001242
172.html     00:00:00.0001239
173.html     00:00:00.0000853
174.html     00:00:00.0000820
175.html     00:00:00.0000736
176.html     00:00:00.0001857
177.html     00:00:00.0000910
178.html     00:00:00.0001115
179.html     00:00:00.0001387
180.html     00:00:00.0001851
181.html     00:00:00.0001459
182.html     00:00:00.0000895
183.html     00:00:00.0001310
184.html     00:00:00.0000810
185.html     00:00:00.0000846
186.html     00:00:00.0000759
187.html     00:00:00.0001428
188.html     00:00:00.0001519
189.html     00:00:00.0001703
190.html     00:00:00.0000789
191.html     00:00:00.0000738
192.html     00:00:00.0000822
193.html     00:00:00.0001171
194.html     00:00:00.0003120
195.html     00:00:00.0001303
196.html     00:00:00.0000804
197.html     00:00:00.0000897
198.html     00:00:00.0000806
199.html     00:00:00.0000920
200.html     00:00:00.0001738
201.html     00:00:00.0001262
202.html     00:00:00.0000813
203.html     00:00:00.0001942
204.html     00:00:00.0001053
205.html     00:00:00.0000892
206.html     00:00:00.0000766
207.html     00:00:00.0000848
208.html     00:00:00.0000756
209.html     00:00:00.0000990
210.html     00:00:00.0000746
211.html     00:00:00.0000727
212.html     00:00:00.0000740
213.html     00:00:00.0002561
214.html     00:00:00.0000770
215.html     00:00:00.0000792
216.html     00:00:00.0000734
217.html     00:00:00.0000718
218.html     00:00:00.0001608
219.html     00:00:00.0001081
220.html     00:00:00.0000921
221.html     00:00:00.0001481
222.html     00:00:00.0007489
223.html     00:00:00.0002901
224.html     00:00:00.0000880
225.html     00:00:00.0001263
226.html     00:00:00.0001017
227.html     00:00:00.0003226
228.html     00:00:00.0000990
229.html     00:00:00.0000742
230.html     00:00:00.0000796
231.html     00:00:00.0000775
232.html     00:00:00.0000863
233.html     00:00:00.0001029
234.html     00:00:00.0001329
235.html     00:00:00.0001073
236.html     00:00:00.0000956
237.html     00:00:00.0000882
238.html     00:00:00.0000852
239.html     00:00:00.0001206
240.html     00:00:00.0004046
241.html     00:00:00.0001328
242.html     00:00:00.0001237
243.html     00:00:00.0002020
244.html     00:00:00.0001255
245.html     00:00:00.0000969
246.html     00:00:00.0001191
247.html     00:00:00.0001222
248.html     00:00:00.0000987
249.html     00:00:00.0002480
250.html     00:00:00.0001185
251.html     00:00:00.0000960
252.html     00:00:00.0001202
253.html     00:00:00.0000855
254.html     00:00:00.0000987
255.html     00:00:00.0002558
256.html     00:00:00.0003497
257.html     00:00:00.0001799
258.html     00:00:00.0004277
259.html     00:00:00.0007019
260.html     00:00:00.0002017
261.html     00:00:00.0000981
262.html     00:00:00.0000900
263.html     00:00:00.0001075
264.html     00:00:00.0000941
265.html     00:00:00.0002808
266.html     00:00:00.0001275
267.html     00:00:00.0001706
268.html     00:00:00.0001195
269.html     00:00:00.0002178
270.html     00:00:00.0001003
271.html     00:00:00.0000916
272.html     00:00:00.0001203
273.html     00:00:00.0000960
274.html     00:00:00.0000926
275.html     00:00:00.0000892
276.html     00:00:00.0001054
277.html     00:00:00.0002814
278.html     00:00:00.0001265
279.html     00:00:00.0001962
280.html     00:00:00.0001444
281.html     00:00:00.0001386
282.html     00:00:00.0002274
283.html     00:00:00.0001350
284.html     00:00:00.0001267
285.html     00:00:00.0001075
286.html     00:00:00.0001079
287.html     00:00:00.0001194
288.html     00:00:00.0000860
289.html     00:00:00.0004146
290.html     00:00:00.0001793
291.html     00:00:00.0002436
292.html     00:00:00.0002010
293.html     00:00:00.0001008
294.html     00:00:00.0000867
295.html     00:00:00.0001020
296.html     00:00:00.0000835
297.html     00:00:00.0000834
298.html     00:00:00.0002341
299.html     00:00:00.0001288
300.html     00:00:00.0000918
301.html     00:00:00.0001088
302.html     00:00:00.0000896
303.html     00:00:00.0002012
304.html     00:00:00.0001975
305.html     00:00:00.0000918
306.html     00:00:00.0001193
307.html     00:00:00.0001960
308.html     00:00:00.0001387
309.html     00:00:00.0001939
310.html     00:00:00.0001117
311.html     00:00:00.0001121
312.html     00:00:00.0000821
313.html     00:00:00.0000955
314.html     00:00:00.0002796
315.html     00:00:00.0001467
316.html     00:00:00.0001049
317.html     00:00:00.0000941
318.html     00:00:00.0001071
319.html     00:00:00.0000964
320.html     00:00:00.0000965
321.html     00:00:00.0001211
322.html     00:00:00.0001154
323.html     00:00:00.0001149
324.html     00:00:00.0000856
325.html     00:00:00.0001291
326.html     00:00:00.0001322
327.html     00:00:00.0000840
328.html     00:00:00.0001427
329.html     00:00:00.0000936
330.html     00:00:00.0000927
331.html     00:00:00.0001311
332.html     00:00:00.0000883
333.html     00:00:00.0002313
334.html     00:00:00.0001103
335.html     00:00:00.0001078
336.html     00:00:00.0001501
337.html     00:00:00.0001410
338.html     00:00:00.0002722
339.html     00:00:00.0002254
340.html     00:00:00.0001960
341.html     00:00:00.0002280
342.html     00:00:00.0002201
343.html     00:00:00.0001559
344.html     00:00:00.0001979
345.html     00:00:00.0001945
346.html     00:00:00.0002523
347.html     00:00:00.0002192
348.html     00:00:00.0002646
349.html     00:00:00.0003445
350.html     00:00:00.0010127
351.html     00:00:00.0003791
352.html     00:00:00.0001552
353.html     00:00:00.0001478
354.html     00:00:00.0005944
355.html     00:00:00.0002934
356.html     00:00:00.0001194
357.html     00:00:00.0001482
358.html     00:00:00.0001954
359.html     00:00:00.0002023
360.html     00:00:00.0001993
361.html     00:00:00.0001810
362.html     00:00:00.0001515
363.html     00:00:00.0002090
364.html     00:00:00.0002247
365.html     00:00:00.0002081
366.html     00:00:00.0001962
367.html     00:00:00.0001718
368.html     00:00:00.0002267
369.html     00:00:00.0001989
370.html     00:00:00.0002127
371.html     00:00:00.0002299
372.html     00:00:00.0002082
373.html     00:00:00.0002475
374.html     00:00:00.0004157
375.html     00:00:00.0002137
376.html     00:00:00.0001995
377.html     00:00:00.0001766
378.html     00:00:00.0000994
379.html     00:00:00.0001000
380.html     00:00:00.0001261
381.html     00:00:00.0001402
382.html     00:00:00.0001389
383.html     00:00:00.0001897
384.html     00:00:00.0001161
385.html     00:00:00.0001263
386.html     00:00:00.0001346
387.html     00:00:00.0000914
388.html     00:00:00.0001061
389.html     00:00:00.0001163
390.html     00:00:00.0001343
391.html     00:00:00.0001320
392.html     00:00:00.0001231
393.html     00:00:00.0002481
394.html     00:00:00.0001272
395.html     00:00:00.0001098
396.html     00:00:00.0000901
397.html     00:00:00.0001165
398.html     00:00:00.0003362
399.html     00:00:00.0001697
400.html     00:00:00.0001807
401.html     00:00:00.0002996
402.html     00:00:00.0001968
403.html     00:00:00.0008419
404.html     00:00:00.0003462
405.html     00:00:00.0004289
406.html     00:00:00.0002195
407.html     00:00:00.0003866
408.html     00:00:00.0001170
409.html     00:00:00.0001780
410.html     00:00:00.0003555
411.html     00:00:00.0001947
412.html     00:00:00.0003209
413.html     00:00:00.0001990
414.html     00:00:00.0004110
415.html     00:00:00.0002235
416.html     00:00:00.0003917
417.html     00:00:00.0001751
418.html     00:00:00.0003473
419.html     00:00:00.0001158
420.html     00:00:00.0001596
421.html     00:00:00.0003646
422.html     00:00:00.0001813
423.html     00:00:00.0007140
424.html     00:00:00.0003007
425.html     00:00:00.0003840
426.html     00:00:00.0002786
427.html     00:00:00.0001136
428.html     00:00:00.0000844
429.html     00:00:00.0002638
430.html     00:00:00.0001457
431.html     00:00:00.0003536
432.html     00:00:00.0002149
433.html     00:00:00.0023659
434.html     00:00:00.0013066
435.html     00:00:00.0013730
436.html     00:00:00.0012262
437.html     00:00:00.0019118
438.html     00:00:00.0003085
439.html     00:00:00.0001502
440.html     00:00:00.0001634
441.html     00:00:00.0001831
442.html     00:00:00.0001182
443.html     00:00:00.0001853
444.html     00:00:00.0002113
445.html     00:00:00.0000956
446.html     00:00:00.0000880
447.html     00:00:00.0000863
448.html     00:00:00.0000760
449.html     00:00:00.0000708
450.html     00:00:00.0000719
451.html     00:00:00.0000704
452.html     00:00:00.0000713
453.html     00:00:00.0000913
454.html     00:00:00.0000798
455.html     00:00:00.0000714
456.html     00:00:00.0000907
457.html     00:00:00.0000719
458.html     00:00:00.0000733
459.html     00:00:00.0002229
460.html     00:00:00.0000779
461.html     00:00:00.0001445
462.html     00:00:00.0001752
463.html     00:00:00.0001324
464.html     00:00:00.0001440
465.html     00:00:00.0000849
466.html     00:00:00.0000847
467.html     00:00:00.0000748
468.html     00:00:00.0000898
469.html     00:00:00.0000841
470.html     00:00:00.0000706
471.html     00:00:00.0000789
472.html     00:00:00.0000697
473.html     00:00:00.0000715
474.html     00:00:00.0001023
475.html     00:00:00.0000775
476.html     00:00:00.0000796
477.html     00:00:00.0000841
478.html     00:00:00.0000736
479.html     00:00:00.0000796
480.html     00:00:00.0000725
481.html     00:00:00.0000751
482.html     00:00:00.0000692
483.html     00:00:00.0000742
484.html     00:00:00.0000859
485.html     00:00:00.0000714
486.html     00:00:00.0000747
487.html     00:00:00.0000702
488.html     00:00:00.0000705
489.html     00:00:00.0000716
490.html     00:00:00.0000708
491.html     00:00:00.0000704
492.html     00:00:00.0001205
493.html     00:00:00.0000707
494.html     00:00:00.0000909
495.html     00:00:00.0000781
496.html     00:00:00.0000993
497.html     00:00:00.0000737
498.html     00:00:00.0002457
499.html     00:00:00.0001345
500.html     00:00:00.0001216
501.html     00:00:00.0001219
502.html     00:00:00.0001125
503.html     00:00:00.0001105
hard.html    00:00:00.0000977
medium.html  00:00:00.0000751
simple.html  00:00:00.0000716

Tiempo total en ejecutar el programa: 00:00:00.1707412
