Archivo      Tiempo          
252.html     00:00:00.0002303
253.html     00:00:00.0001099
254.html     00:00:00.0001590
255.html     00:00:00.0001007
256.html     00:00:00.0001754
257.html     00:00:00.0001206
258.html     00:00:00.0002373
259.html     00:00:00.0001407
260.html     00:00:00.0002487
261.html     00:00:00.0001177
262.html     00:00:00.0084116
263.html     00:00:00.0002409
264.html     00:00:00.0001340
265.html     00:00:00.0000944
266.html     00:00:00.0001936
267.html     00:00:00.0001899
268.html     00:00:00.0001249
269.html     00:00:00.0004786
270.html     00:00:00.0001942
271.html     00:00:00.0001228
272.html     00:00:00.0003711
273.html     00:00:00.0001671
274.html     00:00:00.0001315
275.html     00:00:00.0001212
276.html     00:00:00.0001663
277.html     00:00:00.0002429
278.html     00:00:00.0001431
279.html     00:00:00.0003665
280.html     00:00:00.0002762
281.html     00:00:00.0002773
282.html     00:00:00.0003910
283.html     00:00:00.0001992
284.html     00:00:00.0001760
285.html     00:00:00.0001785
286.html     00:00:00.0001849
287.html     00:00:00.0002047
288.html     00:00:00.0014456
289.html     00:00:00.0005738
290.html     00:00:00.0001694
291.html     00:00:00.0001258
292.html     00:00:00.0002630
293.html     00:00:00.0000925
294.html     00:00:00.0000998
295.html     00:00:00.0001510
296.html     00:00:00.0001051
297.html     00:00:00.0000935
298.html     00:00:00.0005377
299.html     00:00:00.0003120
300.html     00:00:00.0001418
301.html     00:00:00.0002204
302.html     00:00:00.0001502
303.html     00:00:00.0004861
304.html     00:00:00.0005088
305.html     00:00:00.0001026
306.html     00:00:00.0001298
307.html     00:00:00.0196617
308.html     00:00:00.0004438
309.html     00:00:00.0003566
310.html     00:00:00.0001897
311.html     00:00:00.0001880
312.html     00:00:00.0001022
313.html     00:00:00.0001454
314.html     00:00:00.0001026
315.html     00:00:00.0001723
316.html     00:00:00.0001225
317.html     00:00:00.0000929
318.html     00:00:00.0001538
319.html     00:00:00.0000942
320.html     00:00:00.0001080
321.html     00:00:00.0001110
322.html     00:00:00.0001183
323.html     00:00:00.0002115
324.html     00:00:00.0000949
325.html     00:00:00.0002740
326.html     00:00:00.0002310
327.html     00:00:00.0001119
328.html     00:00:00.0002204
329.html     00:00:00.0001425
330.html     00:00:00.0001212
331.html     00:00:00.0002893
332.html     00:00:00.0001295
333.html     00:00:00.0004291
334.html     00:00:00.0001961
335.html     00:00:00.0001676
336.html     00:00:00.0003849
337.html     00:00:00.0002694
338.html     00:00:00.0004649
339.html     00:00:00.0004392
340.html     00:00:00.0005106
341.html     00:00:00.0004526
342.html     00:00:00.0034834
343.html     00:00:00.0004432
344.html     00:00:00.0004444
345.html     00:00:00.0004102
346.html     00:00:00.0004782
347.html     00:00:00.0004104
348.html     00:00:00.0004622
349.html     00:00:00.0009183
350.html     00:00:00.0005704
351.html     00:00:00.0006024
352.html     00:00:00.0003508
353.html     00:00:00.0003507
354.html     00:00:00.0005041
355.html     00:00:00.0004467
356.html     00:00:00.0001907
357.html     00:00:00.0001960
358.html     00:00:00.0005008
359.html     00:00:00.0036953
360.html     00:00:00.0005536
361.html     00:00:00.0004284
362.html     00:00:00.0004985
363.html     00:00:00.0006255
364.html     00:00:00.0007823
365.html     00:00:00.0006706
366.html     00:00:00.0006144
367.html     00:00:00.0004746
368.html     00:00:00.0028979
369.html     00:00:00.0007457
370.html     00:00:00.0008118
371.html     00:00:00.0006343
372.html     00:00:00.0005957
373.html     00:00:00.0007039
374.html     00:00:00.0144536
375.html     00:00:00.0011123
376.html     00:00:00.0010639
377.html     00:00:00.0010388
378.html     00:00:00.0032830
379.html     00:00:00.0003976
380.html     00:00:00.0005180
381.html     00:00:00.0028943
382.html     00:00:00.0007624
383.html     00:00:00.0008168
384.html     00:00:00.0003823
385.html     00:00:00.0004279
386.html     00:00:00.0002472
387.html     00:00:00.0001925
388.html     00:00:00.0002956
389.html     00:00:00.0003649
390.html     00:00:00.0004818
391.html     00:00:00.0003440
392.html     00:00:00.0003920
393.html     00:00:00.0004589
394.html     00:00:00.0003465
395.html     00:00:00.0002832
396.html     00:00:00.0002030
397.html     00:00:00.0004868
398.html     00:00:00.0041076
399.html     00:00:00.0002064
400.html     00:00:00.0000925
401.html     00:00:00.0001213
402.html     00:00:00.0000940
403.html     00:00:00.0001238
404.html     00:00:00.0000937
405.html     00:00:00.0001220
406.html     00:00:00.0000917
407.html     00:00:00.0001222
408.html     00:00:00.0003011
409.html     00:00:00.0001354
410.html     00:00:00.0001312
411.html     00:00:00.0000944
412.html     00:00:00.0001229
413.html     00:00:00.0000976
414.html     00:00:00.0001330
415.html     00:00:00.0000969
416.html     00:00:00.0001306
417.html     00:00:00.0000918
418.html     00:00:00.0001162
419.html     00:00:00.0001478
420.html     00:00:00.0002946
421.html     00:00:00.0001407
422.html     00:00:00.0000924
423.html     00:00:00.0001160
424.html     00:00:00.0000866
425.html     00:00:00.0001286
426.html     00:00:00.0001807
427.html     00:00:00.0001634
428.html     00:00:00.0003359
429.html     00:00:00.0001493
430.html     00:00:00.0002110
431.html     00:00:00.0001356
432.html     00:00:00.0000978
433.html     00:00:00.0011468
434.html     00:00:00.0011770
435.html     00:00:00.0011146
436.html     00:00:00.0008533
437.html     00:00:00.0009031
438.html     00:00:00.0001762
439.html     00:00:00.0001014
440.html     00:00:00.0001040
441.html     00:00:00.0000971
442.html     00:00:00.0000920
443.html     00:00:00.0001004
444.html     00:00:00.0000975
445.html     00:00:00.0001958
446.html     00:00:00.0001986
447.html     00:00:00.0001709
448.html     00:00:00.0001054
449.html     00:00:00.0000868
450.html     00:00:00.0000896
451.html     00:00:00.0000784
452.html     00:00:00.0000808
453.html     00:00:00.0001588
454.html     00:00:00.0004835
455.html     00:00:00.0001082
456.html     00:00:00.0000890
457.html     00:00:00.0001812
458.html     00:00:00.0001102
459.html     00:00:00.0002422
460.html     00:00:00.0001096
461.html     00:00:00.0002380
462.html     00:00:00.0004923
463.html     00:00:00.0001736
464.html     00:00:00.0002454
465.html     00:00:00.0001446
466.html     00:00:00.0001316
467.html     00:00:00.0000858
468.html     00:00:00.0001367
469.html     00:00:00.0001226
470.html     00:00:00.0000919
471.html     00:00:00.0000870
472.html     00:00:00.0001004
473.html     00:00:00.0000976
474.html     00:00:00.0077340
475.html     00:00:00.0002455
476.html     00:00:00.0001369
477.html     00:00:00.0001023
478.html     00:00:00.0001102
479.html     00:00:00.0001191
480.html     00:00:00.0000963
481.html     00:00:00.0000847
482.html     00:00:00.0000840
483.html     00:00:00.0000946
484.html     00:00:00.0001438
485.html     00:00:00.0000867
486.html     00:00:00.0001055
487.html     00:00:00.0001028
488.html     00:00:00.0000833
489.html     00:00:00.0000856
490.html     00:00:00.0000855
491.html     00:00:00.0000850
492.html     00:00:00.0002803
493.html     00:00:00.0000928
494.html     00:00:00.0001097
495.html     00:00:00.0000961
496.html     00:00:00.0000811
497.html     00:00:00.0000892
498.html     00:00:00.0003063
499.html     00:00:00.0000966
500.html     00:00:00.0001146
501.html     00:00:00.0001315
502.html     00:00:00.0001067
503.html     00:00:00.0000928
hard.html    00:00:00.0000845
medium.html  00:00:00.0000855
simple.html  00:00:00.0000825

Tiempo total en ejecutar el programa: 00:00:01.6223218
